A,B,C,D
8.9086e+05,1.4492e+12,41.804,-72.252
8.9086e+05,1.4492e+12,41.804,-72.252
8.9086e+05,1.4492e+12,41.804,-72.252
8.9086e+05,1.4492e+12,41.804,-72.252
8.9086e+05,1.4492e+12,41.804,-72.252
8.9086e+05,1.4492e+12,41.804,-72.252
8.9086e+05,1.4492e+12,41.804,-72.252
8.9086e+05,1.4492e+12,41.804,-72.252
8.9086e+05,1.4492e+12,41.804,-72.252
8.9086e+05,1.4492e+12,41.804,-72.252
8.9086e+05,1.4492e+12,41.804,-72.252
8.9086e+05,1.4492e+12,41.804,-72.252
8.9086e+05,1.4492e+12,41.804,-72.252
8.9086e+05,1.4492e+12,41.804,-72.252
8.9086e+05,1.4492e+12,41.804,-72.252
8.9086e+05,1.4492e+12,41.804,-72.252
8.9086e+05,1.4492e+12,41.804,-72.252
8.9086e+05,1.4492e+12,41.804,-72.252
8.9086e+05,1.4492e+12,41.804,-72.252
8.9086e+05,1.4492e+12,41.804,-72.252
8.9086e+05,1.4492e+12,41.804,-72.252
8.9086e+05,1.4492e+12,41.804,-72.252
8.9086e+05,1.4492e+12,41.804,-72.252
8.9086e+05,1.4492e+12,41.804,-72.252
8.9086e+05,1.4492e+12,41.804,-72.252
8.9086e+05,1.4492e+12,41.804,-72.252
8.9086e+05,1.4492e+12,41.804,-72.252
8.9086e+05,1.4492e+12,41.804,-72.252
8.9086e+05,1.4492e+12,41.804,-72.252
8.9086e+05,1.4492e+12,41.804,-72.252
8.9086e+05,1.4492e+12,41.804,-72.252
8.9086e+05,1.4492e+12,41.804,-72.252
8.9086e+05,1.4492e+12,41.804,-72.252
8.9086e+05,1.4492e+12,41.804,-72.252
8.9086e+05,1.4492e+12,41.804,-72.252
8.9086e+05,1.4492e+12,41.804,-72.252
8.9086e+05,1.4492e+12,41.804,-72.252
8.9086e+05,1.4492e+12,41.804,-72.252
8.9086e+05,1.4492e+12,41.804,-72.252
8.9086e+05,1.4492e+12,41.804,-72.252
8.9086e+05,1.4492e+12,41.804,-72.252
8.9086e+05,1.4492e+12,41.804,-72.252
8.9086e+05,1.4492e+12,41.804,-72.252
8.9086e+05,1.4492e+12,41.804,-72.252
8.9086e+05,1.4492e+12,41.804,-72.252
8.9086e+05,1.4492e+12,41.804,-72.252
8.9086e+05,1.4492e+12,41.804,-72.252
8.9086e+05,1.4492e+12,41.804,-72.252
8.9086e+05,1.4492e+12,41.804,-72.252
8.9086e+05,1.4492e+12,41.804,-72.252
8.9086e+05,1.4492e+12,41.804,-72.252
8.9086e+05,1.4492e+12,41.804,-72.252
8.9086e+05,1.4492e+12,41.804,-72.252
8.9086e+05,1.4492e+12,41.804,-72.252
8.9086e+05,1.4492e+12,41.804,-72.252
8.9086e+05,1.4492e+12,41.804,-72.252
8.9086e+05,1.4492e+12,41.804,-72.252
8.9086e+05,1.4492e+12,41.804,-72.252
8.9086e+05,1.4492e+12,41.804,-72.252
8.9086e+05,1.4492e+12,41.804,-72.252
8.9086e+05,1.4492e+12,41.804,-72.252
8.9086e+05,1.4492e+12,41.804,-72.252
8.9086e+05,1.4492e+12,41.804,-72.252
8.9086e+05,1.4492e+12,41.804,-72.252
8.9086e+05,1.4492e+12,41.804,-72.252
8.9086e+05,1.4492e+12,41.804,-72.252
8.9086e+05,1.4492e+12,41.804,-72.252
8.9086e+05,1.4492e+12,41.804,-72.252
8.9086e+05,1.4492e+12,41.804,-72.252
8.9086e+05,1.4492e+12,41.804,-72.252
8.9086e+05,1.4492e+12,41.804,-72.252
8.9086e+05,1.4492e+12,41.804,-72.252
8.9086e+05,1.4492e+12,41.804,-72.252
8.9086e+05,1.4492e+12,41.804,-72.252
8.9086e+05,1.4492e+12,41.804,-72.252
8.9086e+05,1.4492e+12,41.804,-72.252
8.9086e+05,1.4492e+12,41.804,-72.252
8.9086e+05,1.4492e+12,41.804,-72.252
8.9086e+05,1.4492e+12,41.804,-72.252
8.9086e+05,1.4492e+12,41.804,-72.252
8.9086e+05,1.4492e+12,41.804,-72.252
8.9086e+05,1.4492e+12,41.804,-72.252
8.9086e+05,1.4492e+12,41.804,-72.252
8.9086e+05,1.4492e+12,41.804,-72.252
8.9086e+05,1.4492e+12,41.804,-72.252
8.9086e+05,1.4492e+12,41.804,-72.252
8.9086e+05,1.4492e+12,41.804,-72.252
8.9086e+05,1.4492e+12,41.804,-72.252
8.9086e+05,1.4492e+12,41.804,-72.252
8.9086e+05,1.4492e+12,41.804,-72.252
8.9086e+05,1.4492e+12,41.804,-72.252
8.9086e+05,1.4492e+12,41.804,-72.252
8.9086e+05,1.4492e+12,41.804,-72.252
8.9086e+05,1.4492e+12,41.804,-72.252
8.9086e+05,1.4492e+12,41.803,-72.252
8.9086e+05,1.4492e+12,41.803,-72.252
8.9086e+05,1.4492e+12,41.803,-72.252
8.9086e+05,1.4492e+12,41.803,-72.252
8.9086e+05,1.4492e+12,41.804,-72.252
8.9086e+05,1.4492e+12,41.804,-72.252
8.9086e+05,1.4492e+12,41.804,-72.252
8.9086e+05,1.4492e+12,41.804,-72.252
8.9086e+05,1.4492e+12,41.804,-72.252
8.9086e+05,1.4492e+12,41.804,-72.252
8.9086e+05,1.4492e+12,41.804,-72.252
8.9086e+05,1.4492e+12,41.804,-72.252
8.9086e+05,1.4492e+12,41.804,-72.252
8.9086e+05,1.4492e+12,41.804,-72.252
8.9086e+05,1.4492e+12,41.804,-72.252
8.9086e+05,1.4492e+12,41.804,-72.252
8.9086e+05,1.4492e+12,41.804,-72.252
8.9086e+05,1.4492e+12,41.804,-72.252
8.9086e+05,1.4492e+12,41.806,-72.254
8.9086e+05,1.4492e+12,41.806,-72.254
8.9086e+05,1.4492e+12,41.806,-72.254
8.9086e+05,1.4492e+12,41.806,-72.254
8.9086e+05,1.4492e+12,41.806,-72.254
8.9086e+05,1.4492e+12,41.806,-72.254
8.9086e+05,1.4492e+12,41.806,-72.254
8.9086e+05,1.4492e+12,41.806,-72.254
8.9086e+05,1.4492e+12,41.807,-72.254
8.9086e+05,1.4492e+12,41.807,-72.254
8.9086e+05,1.4492e+12,41.807,-72.254
8.9086e+05,1.4492e+12,41.807,-72.254
8.9086e+05,1.4492e+12,41.809,-72.254
8.9086e+05,1.4492e+12,41.809,-72.254
8.9086e+05,1.4492e+12,41.808,-72.255
8.9086e+05,1.4492e+12,41.808,-72.255
8.9086e+05,1.4492e+12,41.808,-72.255
8.9086e+05,1.4492e+12,41.808,-72.255
8.9086e+05,1.4492e+12,41.808,-72.254
8.9086e+05,1.4492e+12,41.808,-72.255
8.9086e+05,1.4492e+12,41.808,-72.255
8.9086e+05,1.4492e+12,41.812,-72.254
8.9086e+05,1.4492e+12,41.812,-72.254
8.9086e+05,1.4492e+12,41.812,-72.254
8.9086e+05,1.4492e+12,41.812,-72.254
8.9086e+05,1.4492e+12,41.81,-72.255
8.9086e+05,1.4492e+12,41.81,-72.255
8.9086e+05,1.4492e+12,41.81,-72.255
8.9086e+05,1.4492e+12,41.81,-72.255
8.9086e+05,1.4492e+12,41.811,-72.254
8.9086e+05,1.4492e+12,41.811,-72.254
8.9086e+05,1.4492e+12,41.811,-72.254
8.9086e+05,1.4492e+12,41.811,-72.254
8.9086e+05,1.4492e+12,41.811,-72.254
8.9086e+05,1.4492e+12,41.811,-72.254
8.9086e+05,1.4492e+12,41.813,-72.254
8.9086e+05,1.4492e+12,41.813,-72.254
8.9086e+05,1.4492e+12,41.814,-72.254
8.9086e+05,1.4492e+12,41.814,-72.254
8.9086e+05,1.4492e+12,41.814,-72.254
8.9086e+05,1.4492e+12,41.814,-72.254
8.9086e+05,1.4492e+12,41.814,-72.254
8.9086e+05,1.4492e+12,41.814,-72.254
8.9086e+05,1.4492e+12,41.814,-72.254
8.9086e+05,1.4492e+12,41.814,-72.254
8.9086e+05,1.4492e+12,41.814,-72.254
8.9086e+05,1.4492e+12,41.814,-72.254
8.9086e+05,1.4492e+12,41.814,-72.254
8.9086e+05,1.4492e+12,41.816,-72.257
8.9086e+05,1.4492e+12,41.816,-72.257
8.9086e+05,1.4492e+12,41.816,-72.257
8.9086e+05,1.4492e+12,41.816,-72.257
8.9086e+05,1.4492e+12,41.828,-72.267
8.9086e+05,1.4492e+12,41.838,-72.293
8.9086e+05,1.4492e+12,41.838,-72.293
8.9086e+05,1.4492e+12,41.838,-72.293
8.9086e+05,1.4492e+12,41.838,-72.293
8.9086e+05,1.4492e+12,41.838,-72.293
8.9086e+05,1.4492e+12,41.838,-72.293
8.9086e+05,1.4492e+12,41.838,-72.293
8.9086e+05,1.4492e+12,41.838,-72.293
8.9086e+05,1.4492e+12,41.838,-72.293
8.9086e+05,1.4492e+12,41.838,-72.293
8.9086e+05,1.4492e+12,41.838,-72.293
8.9086e+05,1.4492e+12,41.838,-72.293
8.9086e+05,1.4492e+12,41.838,-72.293
8.9086e+05,1.4492e+12,41.838,-72.293
8.9086e+05,1.4492e+12,41.838,-72.293
8.9086e+05,1.4492e+12,41.838,-72.293
8.9086e+05,1.4492e+12,41.838,-72.294
8.9086e+05,1.4492e+12,41.838,-72.293
8.9086e+05,1.4492e+12,41.838,-72.294
8.9086e+05,1.4492e+12,41.838,-72.294
8.9086e+05,1.4492e+12,41.838,-72.293
8.9086e+05,1.4492e+12,41.838,-72.293
8.9086e+05,1.4492e+12,41.838,-72.294
8.9086e+05,1.4492e+12,41.838,-72.293
8.9086e+05,1.4492e+12,41.838,-72.293
8.9086e+05,1.4492e+12,41.838,-72.293
8.9086e+05,1.4492e+12,41.838,-72.293
8.9086e+05,1.4492e+12,41.838,-72.293
8.9086e+05,1.4492e+12,41.838,-72.293
8.9086e+05,1.4492e+12,41.838,-72.293
8.9086e+05,1.4492e+12,41.838,-72.293
8.9086e+05,1.4492e+12,41.838,-72.293
8.9086e+05,1.4492e+12,41.838,-72.293
8.9086e+05,1.4492e+12,41.838,-72.293
8.9086e+05,1.4492e+12,41.838,-72.293
8.9086e+05,1.4492e+12,41.838,-72.293
8.9086e+05,1.4492e+12,41.838,-72.293
8.9086e+05,1.4492e+12,41.838,-72.294
8.9086e+05,1.4492e+12,41.838,-72.293
8.9086e+05,1.4492e+12,41.838,-72.293
8.9086e+05,1.4492e+12,41.838,-72.293
8.9086e+05,1.4492e+12,41.838,-72.293
8.9086e+05,1.4492e+12,41.838,-72.293
8.9086e+05,1.4492e+12,41.838,-72.293
8.9086e+05,1.4492e+12,41.838,-72.294
8.9086e+05,1.4492e+12,41.838,-72.293
8.9086e+05,1.4492e+12,41.838,-72.293
8.9086e+05,1.4492e+12,41.838,-72.293
8.9086e+05,1.4492e+12,41.838,-72.293
8.9086e+05,1.4492e+12,41.838,-72.293
8.9086e+05,1.4492e+12,41.838,-72.293
8.9086e+05,1.4492e+12,41.838,-72.294
8.9086e+05,1.4492e+12,41.838,-72.294
8.9086e+05,1.4492e+12,41.838,-72.294
8.9086e+05,1.4492e+12,41.838,-72.293
8.9086e+05,1.4492e+12,41.838,-72.293
8.9086e+05,1.4492e+12,41.838,-72.294
8.9086e+05,1.4492e+12,41.838,-72.293
8.9086e+05,1.4492e+12,41.838,-72.293
8.9086e+05,1.4492e+12,41.838,-72.293
8.9086e+05,1.4492e+12,41.838,-72.293
8.9086e+05,1.4492e+12,41.838,-72.293
8.9086e+05,1.4492e+12,41.838,-72.293
8.9086e+05,1.4492e+12,41.838,-72.293
8.9086e+05,1.4492e+12,41.838,-72.294
8.9086e+05,1.4492e+12,41.838,-72.294
8.9086e+05,1.4492e+12,41.838,-72.294
8.9086e+05,1.4492e+12,41.838,-72.293
8.9086e+05,1.4492e+12,41.838,-72.293
8.9086e+05,1.4492e+12,41.838,-72.294
8.9086e+05,1.4492e+12,41.838,-72.294
8.9086e+05,1.4492e+12,41.838,-72.294
8.9086e+05,1.4492e+12,41.838,-72.293
8.9086e+05,1.4492e+12,41.838,-72.293
8.9086e+05,1.4492e+12,41.838,-72.294
8.9086e+05,1.4492e+12,41.838,-72.293
8.9086e+05,1.4492e+12,41.838,-72.293
8.9086e+05,1.4492e+12,41.838,-72.293
8.9086e+05,1.4492e+12,41.838,-72.293
8.9086e+05,1.4492e+12,41.838,-72.294
8.9086e+05,1.4492e+12,41.838,-72.293
8.9086e+05,1.4492e+12,41.838,-72.293
8.9086e+05,1.4492e+12,41.838,-72.294
8.9086e+05,1.4492e+12,41.838,-72.294
8.9086e+05,1.4492e+12,41.838,-72.294
8.9086e+05,1.4492e+12,41.838,-72.293
8.9086e+05,1.4492e+12,41.838,-72.293
8.9086e+05,1.4492e+12,41.838,-72.294
8.9086e+05,1.4492e+12,41.838,-72.294
8.9086e+05,1.4492e+12,41.838,-72.293
8.9086e+05,1.4492e+12,41.838,-72.293
8.9086e+05,1.4492e+12,41.838,-72.294
8.9086e+05,1.4492e+12,41.838,-72.293
8.9086e+05,1.4492e+12,41.838,-72.294
8.9086e+05,1.4492e+12,41.838,-72.293
8.9086e+05,1.4492e+12,41.838,-72.293
8.9086e+05,1.4492e+12,41.838,-72.293
8.9086e+05,1.4492e+12,41.838,-72.293
8.9086e+05,1.4492e+12,41.838,-72.293
8.9086e+05,1.4492e+12,41.838,-72.293
8.9086e+05,1.4492e+12,41.838,-72.293
8.9086e+05,1.4492e+12,41.838,-72.293
8.9086e+05,1.4492e+12,41.838,-72.293
8.9086e+05,1.4492e+12,41.838,-72.293
8.9086e+05,1.4492e+12,41.838,-72.293
8.9086e+05,1.4492e+12,41.838,-72.293
8.9086e+05,1.4492e+12,41.838,-72.294
8.9086e+05,1.4492e+12,41.838,-72.294
8.9086e+05,1.4492e+12,41.838,-72.293
8.9086e+05,1.4492e+12,41.838,-72.293
8.9086e+05,1.4492e+12,41.837,-72.293
8.9086e+05,1.4492e+12,41.838,-72.294
8.9086e+05,1.4492e+12,41.838,-72.293
8.9086e+05,1.4492e+12,41.838,-72.293
8.9086e+05,1.4492e+12,41.83,-72.279
8.9086e+05,1.4492e+12,41.808,-72.26
8.9086e+05,1.4492e+12,41.81,-72.258
8.9086e+05,1.4492e+12,41.81,-72.258
8.9086e+05,1.4492e+12,41.81,-72.258
8.9086e+05,1.4492e+12,41.81,-72.258
8.9086e+05,1.4492e+12,41.81,-72.258
8.9086e+05,1.4492e+12,41.81,-72.258
8.9086e+05,1.4492e+12,41.81,-72.258
8.9086e+05,1.4492e+12,41.81,-72.258
8.9086e+05,1.4492e+12,41.809,-72.256
8.9086e+05,1.4492e+12,41.809,-72.256
8.9086e+05,1.4492e+12,41.809,-72.256
8.9086e+05,1.4492e+12,41.809,-72.256
8.9086e+05,1.4492e+12,41.809,-72.256
8.9086e+05,1.4492e+12,41.809,-72.256
8.9086e+05,1.4492e+12,41.809,-72.256
8.9086e+05,1.4492e+12,41.809,-72.256
8.9086e+05,1.4492e+12,41.809,-72.257
8.9086e+05,1.4492e+12,41.809,-72.257
8.9086e+05,1.4492e+12,41.809,-72.256
8.9086e+05,1.4492e+12,41.809,-72.256
8.9086e+05,1.4492e+12,41.809,-72.256
8.9086e+05,1.4492e+12,41.809,-72.256
8.9086e+05,1.4492e+12,41.809,-72.256
8.9086e+05,1.4492e+12,41.809,-72.256
8.9086e+05,1.4492e+12,41.809,-72.256
8.9086e+05,1.4492e+12,41.809,-72.256
8.9086e+05,1.4492e+12,41.809,-72.257
8.9086e+05,1.4492e+12,41.809,-72.257
8.9086e+05,1.4492e+12,41.809,-72.257
8.9086e+05,1.4492e+12,41.809,-72.257
8.9086e+05,1.4492e+12,41.809,-72.257
8.9086e+05,1.4492e+12,41.809,-72.257
8.9086e+05,1.4492e+12,41.809,-72.257
8.9086e+05,1.4492e+12,41.809,-72.257
8.9086e+05,1.4492e+12,41.809,-72.256
8.9086e+05,1.4492e+12,41.809,-72.256
8.9086e+05,1.4492e+12,41.809,-72.256
8.9086e+05,1.4492e+12,41.809,-72.256
8.9086e+05,1.4492e+12,41.809,-72.256
8.9086e+05,1.4492e+12,41.809,-72.256
8.9086e+05,1.4492e+12,41.809,-72.256
8.9086e+05,1.4492e+12,41.809,-72.256
8.9086e+05,1.4492e+12,41.809,-72.257
8.9086e+05,1.4492e+12,41.809,-72.257
8.9086e+05,1.4492e+12,41.809,-72.257
8.9086e+05,1.4492e+12,41.809,-72.257
8.9086e+05,1.4492e+12,41.809,-72.256
8.9086e+05,1.4492e+12,41.809,-72.256
8.9086e+05,1.4492e+12,41.809,-72.256
8.9086e+05,1.4492e+12,41.809,-72.256
8.9086e+05,1.4492e+12,41.809,-72.256
8.9086e+05,1.4492e+12,41.809,-72.256
8.9086e+05,1.4492e+12,41.809,-72.256
8.9086e+05,1.4492e+12,41.809,-72.256
8.9086e+05,1.4492e+12,41.809,-72.256
8.9086e+05,1.4492e+12,41.809,-72.256
8.9086e+05,1.4492e+12,41.809,-72.256
8.9086e+05,1.4492e+12,41.809,-72.256
8.9086e+05,1.4492e+12,41.809,-72.256
8.9086e+05,1.4492e+12,41.809,-72.256
8.9086e+05,1.4492e+12,41.809,-72.256
8.9086e+05,1.4492e+12,41.809,-72.256
8.9086e+05,1.4492e+12,41.809,-72.257
8.9086e+05,1.4492e+12,41.809,-72.257
8.9086e+05,1.4492e+12,41.809,-72.257
8.9086e+05,1.4492e+12,41.809,-72.257
8.9086e+05,1.4492e+12,41.81,-72.258
8.9086e+05,1.4492e+12,41.81,-72.258
8.9086e+05,1.4492e+12,41.81,-72.258
8.9086e+05,1.4492e+12,41.81,-72.258
8.9086e+05,1.4492e+12,41.81,-72.258
8.9086e+05,1.4492e+12,41.81,-72.258
8.9086e+05,1.4492e+12,41.807,-72.255
8.9086e+05,1.4492e+12,41.807,-72.255
8.9086e+05,1.4492e+12,41.807,-72.255
8.9086e+05,1.4492e+12,41.807,-72.255
8.9086e+05,1.4492e+12,41.807,-72.255
8.9086e+05,1.4492e+12,41.807,-72.255
8.9086e+05,1.4492e+12,41.807,-72.255
8.9086e+05,1.4492e+12,41.807,-72.255
8.9086e+05,1.4492e+12,41.807,-72.255
8.9086e+05,1.4492e+12,41.807,-72.255
8.9086e+05,1.4492e+12,41.806,-72.254
8.9086e+05,1.4492e+12,41.806,-72.254
8.9086e+05,1.4492e+12,41.806,-72.254
8.9086e+05,1.4492e+12,41.806,-72.254
8.9086e+05,1.4492e+12,41.806,-72.254
8.9086e+05,1.4492e+12,41.806,-72.254
8.9086e+05,1.4492e+12,41.807,-72.253
8.9086e+05,1.4492e+12,41.806,-72.254
8.9086e+05,1.4492e+12,41.806,-72.254
8.9086e+05,1.4492e+12,41.806,-72.254
8.9086e+05,1.4492e+12,41.806,-72.254
8.9086e+05,1.4492e+12,41.806,-72.254
8.9086e+05,1.4492e+12,41.806,-72.254
8.9086e+05,1.4492e+12,41.807,-72.253
8.9086e+05,1.4492e+12,41.807,-72.253
8.9086e+05,1.4492e+12,41.807,-72.253
8.9086e+05,1.4492e+12,41.807,-72.253
8.9086e+05,1.4492e+12,41.807,-72.253
8.9086e+05,1.4492e+12,41.807,-72.253
8.9086e+05,1.4492e+12,41.807,-72.253
8.9086e+05,1.4492e+12,41.807,-72.253
8.9086e+05,1.4492e+12,41.807,-72.253
8.9086e+05,1.4492e+12,41.807,-72.253
8.9086e+05,1.4492e+12,41.807,-72.253
8.9086e+05,1.4492e+12,41.807,-72.253
8.9086e+05,1.4492e+12,41.807,-72.253
8.9086e+05,1.4492e+12,41.807,-72.253
8.9086e+05,1.4492e+12,41.807,-72.253
8.9086e+05,1.4492e+12,41.807,-72.253
8.9086e+05,1.4492e+12,41.806,-72.249
8.9086e+05,1.4492e+12,41.806,-72.249
8.9086e+05,1.4492e+12,41.806,-72.249
8.9086e+05,1.4492e+12,41.806,-72.249
8.9086e+05,1.4492e+12,41.806,-72.249
8.9086e+05,1.4492e+12,41.806,-72.249
8.9086e+05,1.4492e+12,41.806,-72.249
8.9086e+05,1.4492e+12,41.806,-72.249
8.9086e+05,1.4492e+12,41.806,-72.249
8.9086e+05,1.4492e+12,41.806,-72.249
8.9086e+05,1.4492e+12,41.806,-72.249
8.9086e+05,1.4492e+12,41.806,-72.249
8.9086e+05,1.4492e+12,41.806,-72.249
8.9086e+05,1.4492e+12,41.806,-72.249
8.9086e+05,1.4492e+12,41.806,-72.249
8.9086e+05,1.4492e+12,41.806,-72.249
8.9086e+05,1.4492e+12,41.806,-72.249
8.9086e+05,1.4492e+12,41.806,-72.249
8.9086e+05,1.4492e+12,41.806,-72.249
8.9086e+05,1.4492e+12,41.806,-72.249
8.9086e+05,1.4492e+12,41.806,-72.249
8.9086e+05,1.4492e+12,41.806,-72.249
8.9086e+05,1.4492e+12,41.806,-72.249
8.9086e+05,1.4492e+12,41.806,-72.249
8.9086e+05,1.4492e+12,41.806,-72.249
8.9086e+05,1.4492e+12,41.806,-72.249
8.9086e+05,1.4492e+12,41.806,-72.249
8.9086e+05,1.4492e+12,41.806,-72.249
8.9086e+05,1.4492e+12,41.806,-72.249
8.9086e+05,1.4492e+12,41.806,-72.249
8.9086e+05,1.4492e+12,41.807,-72.249
8.9086e+05,1.4492e+12,41.807,-72.249
8.9086e+05,1.4492e+12,41.807,-72.249
8.9086e+05,1.4492e+12,41.807,-72.249
8.9086e+05,1.4492e+12,41.807,-72.249
8.9086e+05,1.4492e+12,41.807,-72.249
8.9086e+05,1.4492e+12,41.807,-72.249
8.9086e+05,1.4492e+12,41.809,-72.251
8.9086e+05,1.4492e+12,41.809,-72.251
8.9086e+05,1.4492e+12,41.809,-72.251
8.9086e+05,1.4492e+12,41.809,-72.251
8.9086e+05,1.4492e+12,41.809,-72.251
8.9086e+05,1.4492e+12,41.809,-72.251
8.9086e+05,1.4492e+12,41.81,-72.252
8.9086e+05,1.4492e+12,41.81,-72.252
8.9086e+05,1.4492e+12,41.81,-72.252
8.9086e+05,1.4492e+12,41.81,-72.252
8.9086e+05,1.4492e+12,41.81,-72.252
8.9086e+05,1.4492e+12,41.81,-72.252
8.9086e+05,1.4492e+12,41.81,-72.252
8.9086e+05,1.4492e+12,41.81,-72.252
8.9086e+05,1.4492e+12,41.81,-72.256
8.9086e+05,1.4492e+12,41.81,-72.256
8.9086e+05,1.4492e+12,41.81,-72.256
8.9086e+05,1.4492e+12,41.81,-72.256
8.9086e+05,1.4492e+12,41.811,-72.255
8.9086e+05,1.4492e+12,41.811,-72.255
8.9086e+05,1.4492e+12,41.811,-72.255
8.9086e+05,1.4492e+12,41.81,-72.255
8.9086e+05,1.4492e+12,41.81,-72.255
8.9086e+05,1.4492e+12,41.81,-72.255
8.9086e+05,1.4492e+12,41.811,-72.256
8.9086e+05,1.4492e+12,41.811,-72.256
8.9086e+05,1.4492e+12,41.811,-72.256
8.9086e+05,1.4492e+12,41.811,-72.256
8.9086e+05,1.4492e+12,41.811,-72.256
8.9086e+05,1.4492e+12,41.811,-72.256
8.9086e+05,1.4492e+12,41.81,-72.256
8.9086e+05,1.4492e+12,41.81,-72.256
8.9086e+05,1.4492e+12,41.81,-72.256
8.9086e+05,1.4492e+12,41.81,-72.256
8.9086e+05,1.4492e+12,41.81,-72.256
8.9086e+05,1.4492e+12,41.81,-72.256
8.9086e+05,1.4492e+12,41.81,-72.256
8.9086e+05,1.4492e+12,41.81,-72.256
8.9086e+05,1.4492e+12,41.81,-72.256
8.9086e+05,1.4492e+12,41.81,-72.256
8.9086e+05,1.4492e+12,41.81,-72.256
8.9086e+05,1.4492e+12,41.81,-72.255
8.9086e+05,1.4492e+12,41.81,-72.255
8.9086e+05,1.4492e+12,41.81,-72.255
8.9086e+05,1.4492e+12,41.81,-72.255
8.9086e+05,1.4492e+12,41.81,-72.255
8.9086e+05,1.4492e+12,41.81,-72.255
8.9086e+05,1.4492e+12,41.81,-72.256
8.9086e+05,1.4492e+12,41.81,-72.256
8.9086e+05,1.4492e+12,41.81,-72.256
8.9086e+05,1.4492e+12,41.81,-72.256
8.9086e+05,1.4492e+12,41.81,-72.256
8.9086e+05,1.4492e+12,41.81,-72.256
8.9086e+05,1.4492e+12,41.809,-72.257
8.9086e+05,1.4492e+12,41.809,-72.257
8.9086e+05,1.4492e+12,41.809,-72.257
8.9086e+05,1.4492e+12,41.809,-72.257
8.9086e+05,1.4492e+12,41.809,-72.257
8.9086e+05,1.4492e+12,41.809,-72.257
8.9086e+05,1.4492e+12,41.81,-72.257
8.9086e+05,1.4492e+12,41.81,-72.257
8.9086e+05,1.4492e+12,41.81,-72.257
8.9086e+05,1.4492e+12,41.81,-72.257
8.9086e+05,1.4492e+12,41.81,-72.257
8.9086e+05,1.4492e+12,41.81,-72.257
8.9086e+05,1.4492e+12,41.81,-72.257
8.9086e+05,1.4492e+12,41.81,-72.257
8.9086e+05,1.4492e+12,41.81,-72.257
8.9086e+05,1.4492e+12,41.81,-72.257
8.9086e+05,1.4492e+12,41.81,-72.257
8.9086e+05,1.4492e+12,41.81,-72.257
8.9086e+05,1.4492e+12,41.81,-72.257
8.9086e+05,1.4492e+12,41.81,-72.257
8.9086e+05,1.4492e+12,41.81,-72.257
8.9086e+05,1.4492e+12,41.81,-72.257
8.9086e+05,1.4492e+12,41.809,-72.257
8.9086e+05,1.4492e+12,41.809,-72.257
8.9086e+05,1.4492e+12,41.809,-72.257
8.9086e+05,1.4492e+12,41.809,-72.257
8.9086e+05,1.4492e+12,41.809,-72.257
8.9086e+05,1.4492e+12,41.809,-72.257
8.9086e+05,1.4492e+12,41.809,-72.257
8.9086e+05,1.4492e+12,41.809,-72.257
8.9086e+05,1.4493e+12,41.81,-72.257
8.9086e+05,1.4493e+12,41.81,-72.257
8.9086e+05,1.4493e+12,41.81,-72.256
8.9086e+05,1.4493e+12,41.81,-72.256
8.9086e+05,1.4493e+12,41.81,-72.256
8.9086e+05,1.4493e+12,41.81,-72.256
8.9086e+05,1.4493e+12,41.811,-72.255
8.9086e+05,1.4493e+12,41.811,-72.255
8.9086e+05,1.4493e+12,41.811,-72.255
8.9086e+05,1.4493e+12,41.811,-72.255
8.9086e+05,1.4493e+12,41.811,-72.255
8.9086e+05,1.4493e+12,41.811,-72.255
8.9086e+05,1.4493e+12,41.807,-72.257
8.9086e+05,1.4493e+12,41.807,-72.257
8.9086e+05,1.4493e+12,41.807,-72.257
8.9086e+05,1.4493e+12,41.807,-72.257
8.9086e+05,1.4493e+12,41.811,-72.256
8.9086e+05,1.4493e+12,41.811,-72.256
8.9086e+05,1.4493e+12,41.811,-72.256
8.9086e+05,1.4493e+12,41.811,-72.256
8.9086e+05,1.4493e+12,41.811,-72.256
8.9086e+05,1.4493e+12,41.811,-72.256
8.9086e+05,1.4493e+12,41.811,-72.256
8.9086e+05,1.4493e+12,41.811,-72.256
8.9086e+05,1.4493e+12,41.811,-72.256
8.9086e+05,1.4493e+12,41.811,-72.256
8.9086e+05,1.4493e+12,41.811,-72.256
8.9086e+05,1.4493e+12,41.811,-72.256
8.9086e+05,1.4493e+12,41.811,-72.256
8.9086e+05,1.4493e+12,41.811,-72.256
8.9086e+05,1.4493e+12,41.81,-72.255
8.9086e+05,1.4493e+12,41.81,-72.255
8.9086e+05,1.4493e+12,41.81,-72.255
8.9086e+05,1.4493e+12,41.81,-72.255
8.9086e+05,1.4493e+12,41.81,-72.255
8.9086e+05,1.4493e+12,41.81,-72.255
8.9086e+05,1.4493e+12,41.808,-72.256
8.9086e+05,1.4493e+12,41.808,-72.256
8.9086e+05,1.4493e+12,41.808,-72.256
8.9086e+05,1.4493e+12,41.808,-72.256
8.9086e+05,1.4493e+12,41.808,-72.256
8.9086e+05,1.4493e+12,41.808,-72.256
8.9086e+05,1.4493e+12,41.808,-72.256
8.9086e+05,1.4493e+12,41.808,-72.256
8.9086e+05,1.4493e+12,41.808,-72.256
8.9086e+05,1.4493e+12,41.808,-72.256
8.9086e+05,1.4493e+12,41.808,-72.256
