A,B,C,D
2.1161e+05,1.4919e+12,41.805,-72.244
2.1161e+05,1.4919e+12,41.806,-72.244
2.1161e+05,1.4919e+12,41.805,-72.244
2.1161e+05,1.4919e+12,41.805,-72.243
2.1161e+05,1.4919e+12,41.805,-72.244
2.1161e+05,1.4919e+12,41.806,-72.244
2.1161e+05,1.4919e+12,41.805,-72.244
2.1161e+05,1.4919e+12,41.806,-72.244
2.1161e+05,1.4919e+12,41.805,-72.244
2.1161e+05,1.4919e+12,41.806,-72.244
2.1161e+05,1.4919e+12,41.805,-72.244
2.1161e+05,1.4919e+12,41.806,-72.244
2.1161e+05,1.4919e+12,41.805,-72.244
2.1161e+05,1.4919e+12,41.806,-72.244
2.1161e+05,1.4919e+12,41.805,-72.244
2.1161e+05,1.4919e+12,41.806,-72.244
2.1161e+05,1.4919e+12,41.805,-72.244
2.1161e+05,1.4919e+12,41.806,-72.244
2.1161e+05,1.4919e+12,41.805,-72.244
2.1161e+05,1.4919e+12,41.806,-72.244
2.1161e+05,1.4919e+12,41.805,-72.244
2.1161e+05,1.4919e+12,41.805,-72.243
2.1161e+05,1.4919e+12,41.805,-72.244
2.1161e+05,1.4919e+12,41.805,-72.243
2.1161e+05,1.4919e+12,41.805,-72.244
2.1161e+05,1.4919e+12,41.806,-72.244
2.1161e+05,1.4919e+12,41.805,-72.244
2.1161e+05,1.4919e+12,41.806,-72.244
2.1161e+05,1.4919e+12,41.805,-72.244
2.1161e+05,1.4919e+12,41.806,-72.244
2.1161e+05,1.4919e+12,41.805,-72.244
2.1161e+05,1.4919e+12,41.805,-72.243
2.1161e+05,1.4919e+12,41.805,-72.244
2.1161e+05,1.4919e+12,41.805,-72.244
2.1161e+05,1.4919e+12,41.805,-72.244
2.1161e+05,1.4919e+12,41.806,-72.244
2.1161e+05,1.4919e+12,41.807,-72.248
2.1161e+05,1.4919e+12,41.808,-72.251
2.1161e+05,1.4919e+12,41.811,-72.256
2.1161e+05,1.4919e+12,41.811,-72.257
2.1161e+05,1.4919e+12,41.81,-72.257
2.1161e+05,1.4919e+12,41.812,-72.258
2.1161e+05,1.4919e+12,41.81,-72.257
2.1161e+05,1.4919e+12,41.812,-72.258
2.1161e+05,1.4919e+12,41.81,-72.257
2.1161e+05,1.4919e+12,41.812,-72.258
2.1161e+05,1.4919e+12,41.807,-72.25
2.1161e+05,1.4919e+12,41.806,-72.249
2.1161e+05,1.4919e+12,41.806,-72.249
2.1161e+05,1.4919e+12,41.807,-72.248
2.1161e+05,1.4919e+12,41.806,-72.249
2.1161e+05,1.4919e+12,41.806,-72.249
2.1161e+05,1.4919e+12,41.806,-72.249
2.1161e+05,1.4919e+12,41.806,-72.249
2.1161e+05,1.4919e+12,41.806,-72.248
2.1161e+05,1.4919e+12,41.806,-72.248
2.1161e+05,1.4919e+12,41.806,-72.249
2.1161e+05,1.4919e+12,41.806,-72.248
2.1161e+05,1.4919e+12,41.808,-72.252
2.1161e+05,1.4919e+12,41.809,-72.254
2.1161e+05,1.4919e+12,41.808,-72.254
2.1161e+05,1.4919e+12,41.809,-72.254
2.1161e+05,1.4919e+12,41.808,-72.254
2.1161e+05,1.4919e+12,41.809,-72.254
2.1161e+05,1.4919e+12,41.809,-72.254
2.1161e+05,1.4919e+12,41.809,-72.254
2.1161e+05,1.4919e+12,41.808,-72.254
2.1161e+05,1.4919e+12,41.805,-72.25
2.1161e+05,1.4919e+12,41.806,-72.248
2.1161e+05,1.4919e+12,41.806,-72.244
2.1161e+05,1.4919e+12,41.806,-72.248
2.1161e+05,1.4919e+12,41.805,-72.243
2.1161e+05,1.4919e+12,41.805,-72.244
2.1161e+05,1.4919e+12,41.806,-72.244
2.1161e+05,1.4919e+12,41.805,-72.244
2.1161e+05,1.4919e+12,41.806,-72.244
2.1161e+05,1.4919e+12,41.806,-72.248
2.1161e+05,1.4919e+12,41.805,-72.243
2.1161e+05,1.4919e+12,41.806,-72.248
2.1161e+05,1.4919e+12,41.805,-72.243
2.1161e+05,1.4919e+12,41.806,-72.248
2.1161e+05,1.4919e+12,41.807,-72.252
2.1161e+05,1.4919e+12,41.807,-72.252
2.1161e+05,1.4919e+12,41.807,-72.252
2.1161e+05,1.4919e+12,41.807,-72.252
2.1161e+05,1.4919e+12,41.807,-72.252
2.1161e+05,1.492e+12,41.807,-72.252
2.1161e+05,1.492e+12,41.81,-72.255
2.1161e+05,1.492e+12,41.81,-72.255
2.1161e+05,1.492e+12,41.809,-72.255
2.1161e+05,1.492e+12,41.809,-72.255
2.1161e+05,1.492e+12,41.807,-72.252
2.1161e+05,1.492e+12,41.807,-72.252
2.1161e+05,1.492e+12,41.807,-72.252
2.1161e+05,1.492e+12,41.807,-72.252
2.1161e+05,1.492e+12,41.807,-72.252
2.1161e+05,1.492e+12,41.807,-72.251
2.1161e+05,1.492e+12,41.807,-72.252
2.1161e+05,1.492e+12,41.807,-72.252
2.1161e+05,1.492e+12,41.807,-72.252
2.1161e+05,1.492e+12,41.807,-72.252
2.1161e+05,1.492e+12,41.807,-72.252
2.1161e+05,1.492e+12,41.807,-72.252
2.1161e+05,1.492e+12,41.807,-72.252
2.1161e+05,1.492e+12,41.807,-72.252
2.1161e+05,1.492e+12,41.807,-72.252
2.1161e+05,1.492e+12,41.807,-72.252
2.1161e+05,1.492e+12,41.807,-72.252
2.1161e+05,1.492e+12,41.807,-72.252
2.1161e+05,1.492e+12,41.807,-72.251
2.1161e+05,1.492e+12,41.807,-72.252
2.1161e+05,1.492e+12,41.805,-72.244
2.1161e+05,1.492e+12,41.806,-72.243
2.1161e+05,1.492e+12,41.805,-72.243
2.1161e+05,1.492e+12,41.806,-72.244
2.1161e+05,1.492e+12,41.806,-72.244
2.1161e+05,1.492e+12,41.806,-72.244
2.1161e+05,1.492e+12,41.805,-72.243
2.1161e+05,1.492e+12,41.805,-72.243
2.1161e+05,1.492e+12,41.805,-72.243
2.1161e+05,1.492e+12,41.805,-72.243
2.1161e+05,1.492e+12,41.806,-72.243
2.1161e+05,1.492e+12,41.805,-72.243
2.1161e+05,1.492e+12,41.805,-72.243
2.1161e+05,1.492e+12,41.805,-72.243
2.1161e+05,1.492e+12,41.805,-72.243
2.1161e+05,1.492e+12,41.805,-72.243
2.1161e+05,1.492e+12,41.805,-72.243
2.1161e+05,1.492e+12,41.805,-72.243
2.1161e+05,1.492e+12,41.806,-72.243
2.1161e+05,1.492e+12,41.805,-72.243
2.1161e+05,1.492e+12,41.805,-72.243
2.1161e+05,1.492e+12,41.805,-72.243
2.1161e+05,1.492e+12,41.805,-72.243
2.1161e+05,1.492e+12,41.805,-72.243
2.1161e+05,1.492e+12,41.805,-72.243
2.1161e+05,1.492e+12,41.805,-72.243
2.1161e+05,1.492e+12,41.805,-72.243
2.1161e+05,1.492e+12,41.805,-72.243
2.1161e+05,1.492e+12,41.805,-72.243
2.1161e+05,1.492e+12,41.806,-72.244
2.1161e+05,1.492e+12,41.805,-72.243
2.1161e+05,1.492e+12,41.805,-72.243
2.1161e+05,1.492e+12,41.805,-72.243
2.1161e+05,1.492e+12,41.805,-72.243
2.1161e+05,1.492e+12,41.805,-72.243
2.1161e+05,1.492e+12,41.805,-72.243
2.1161e+05,1.492e+12,41.806,-72.244
2.1161e+05,1.492e+12,41.805,-72.243
2.1161e+05,1.492e+12,41.805,-72.243
2.1161e+05,1.492e+12,41.805,-72.243
2.1161e+05,1.492e+12,41.805,-72.243
2.1161e+05,1.492e+12,41.806,-72.244
2.1161e+05,1.492e+12,41.805,-72.244
2.1161e+05,1.492e+12,41.805,-72.243
2.1161e+05,1.492e+12,41.805,-72.243
2.1161e+05,1.492e+12,41.805,-72.243
2.1161e+05,1.492e+12,41.805,-72.243
2.1161e+05,1.492e+12,41.805,-72.243
2.1161e+05,1.492e+12,41.805,-72.243
2.1161e+05,1.492e+12,41.805,-72.243
2.1161e+05,1.492e+12,41.805,-72.243
2.1161e+05,1.492e+12,41.806,-72.243
2.1161e+05,1.492e+12,41.805,-72.243
2.1161e+05,1.492e+12,41.805,-72.243
2.1161e+05,1.492e+12,41.805,-72.243
2.1161e+05,1.492e+12,41.806,-72.244
2.1161e+05,1.492e+12,41.806,-72.244
2.1161e+05,1.492e+12,41.806,-72.245
2.1161e+05,1.492e+12,41.807,-72.254
2.1161e+05,1.492e+12,41.807,-72.254
2.1161e+05,1.492e+12,41.807,-72.254
2.1161e+05,1.492e+12,41.807,-72.253
2.1161e+05,1.492e+12,41.807,-72.254
2.1161e+05,1.492e+12,41.806,-72.253
2.1161e+05,1.492e+12,41.804,-72.253
2.1161e+05,1.492e+12,41.804,-72.252
2.1161e+05,1.492e+12,41.804,-72.252
2.1161e+05,1.492e+12,41.804,-72.252
2.1161e+05,1.492e+12,41.804,-72.252
2.1161e+05,1.492e+12,41.806,-72.253
2.1161e+05,1.492e+12,41.807,-72.253
2.1161e+05,1.492e+12,41.807,-72.253
2.1161e+05,1.492e+12,41.807,-72.253
2.1161e+05,1.492e+12,41.807,-72.253
2.1161e+05,1.492e+12,41.807,-72.253
2.1161e+05,1.492e+12,41.807,-72.253
2.1161e+05,1.492e+12,41.809,-72.255
2.1161e+05,1.492e+12,41.809,-72.255
2.1161e+05,1.492e+12,41.809,-72.255
2.1161e+05,1.492e+12,41.809,-72.255
2.1161e+05,1.492e+12,41.809,-72.255
2.1161e+05,1.492e+12,41.809,-72.255
2.1161e+05,1.492e+12,41.809,-72.255
2.1161e+05,1.492e+12,41.809,-72.255
2.1161e+05,1.492e+12,41.809,-72.255
2.1161e+05,1.492e+12,41.809,-72.255
2.1161e+05,1.492e+12,41.809,-72.255
2.1161e+05,1.492e+12,41.809,-72.255
2.1161e+05,1.492e+12,41.809,-72.255
2.1161e+05,1.492e+12,41.809,-72.255
2.1161e+05,1.492e+12,41.809,-72.255
2.1161e+05,1.492e+12,41.806,-72.247
2.1161e+05,1.492e+12,41.805,-72.243
2.1161e+05,1.492e+12,41.806,-72.244
2.1161e+05,1.492e+12,41.806,-72.249
2.1161e+05,1.492e+12,41.806,-72.249
2.1161e+05,1.492e+12,41.806,-72.249
2.1161e+05,1.492e+12,41.806,-72.249
2.1161e+05,1.492e+12,41.806,-72.249
2.1161e+05,1.492e+12,41.806,-72.249
2.1161e+05,1.492e+12,41.806,-72.249
2.1161e+05,1.492e+12,41.806,-72.249
2.1161e+05,1.492e+12,41.806,-72.244
2.1161e+05,1.492e+12,41.806,-72.244
2.1161e+05,1.492e+12,41.806,-72.245
2.1161e+05,1.492e+12,41.806,-72.244
2.1161e+05,1.492e+12,41.806,-72.244
2.1161e+05,1.492e+12,41.805,-72.243
2.1161e+05,1.492e+12,41.806,-72.244
2.1161e+05,1.492e+12,41.806,-72.244
2.1161e+05,1.492e+12,41.806,-72.244
2.1161e+05,1.492e+12,41.806,-72.244
2.1161e+05,1.492e+12,41.806,-72.244
2.1161e+05,1.492e+12,41.805,-72.243
2.1161e+05,1.492e+12,41.805,-72.243
2.1161e+05,1.492e+12,41.806,-72.244
2.1161e+05,1.492e+12,41.806,-72.244
2.1161e+05,1.492e+12,41.806,-72.244
2.1161e+05,1.492e+12,41.806,-72.244
2.1161e+05,1.492e+12,41.806,-72.244
2.1161e+05,1.492e+12,41.806,-72.244
2.1161e+05,1.492e+12,41.806,-72.244
2.1161e+05,1.492e+12,41.806,-72.244
2.1161e+05,1.492e+12,41.806,-72.244
2.1161e+05,1.492e+12,41.806,-72.244
2.1161e+05,1.492e+12,41.806,-72.244
2.1161e+05,1.492e+12,41.806,-72.244
2.1161e+05,1.492e+12,41.806,-72.244
2.1161e+05,1.4921e+12,41.806,-72.244
2.1161e+05,1.4921e+12,41.806,-72.244
2.1161e+05,1.4921e+12,41.806,-72.244
2.1161e+05,1.4921e+12,41.806,-72.244
2.1161e+05,1.4921e+12,41.806,-72.244
2.1161e+05,1.4921e+12,41.806,-72.244
2.1161e+05,1.4921e+12,41.805,-72.243
2.1161e+05,1.4921e+12,41.806,-72.244
2.1161e+05,1.4921e+12,41.805,-72.243
2.1161e+05,1.4921e+12,41.805,-72.243
2.1161e+05,1.4921e+12,41.805,-72.243
2.1161e+05,1.4921e+12,41.805,-72.243
2.1161e+05,1.4921e+12,41.806,-72.244
2.1161e+05,1.4921e+12,41.806,-72.244
2.1161e+05,1.4921e+12,41.805,-72.243
2.1161e+05,1.4921e+12,41.805,-72.243
2.1161e+05,1.4921e+12,41.805,-72.243
2.1161e+05,1.4921e+12,41.805,-72.243
2.1161e+05,1.4921e+12,41.805,-72.243
2.1161e+05,1.4921e+12,41.805,-72.243
2.1161e+05,1.4921e+12,41.805,-72.243
2.1161e+05,1.4921e+12,41.805,-72.243
2.1161e+05,1.4921e+12,41.805,-72.243
2.1161e+05,1.4921e+12,41.805,-72.243
2.1161e+05,1.4921e+12,41.805,-72.243
2.1161e+05,1.4921e+12,41.805,-72.243
2.1161e+05,1.4921e+12,41.805,-72.243
2.1161e+05,1.4921e+12,41.805,-72.243
2.1161e+05,1.4921e+12,41.805,-72.243
2.1161e+05,1.4921e+12,41.805,-72.243
2.1161e+05,1.4921e+12,41.805,-72.243
2.1161e+05,1.4921e+12,41.805,-72.243
2.1161e+05,1.4921e+12,41.805,-72.244
2.1161e+05,1.4921e+12,41.805,-72.243
2.1161e+05,1.4921e+12,41.805,-72.243
2.1161e+05,1.4921e+12,41.805,-72.243
2.1161e+05,1.4921e+12,41.805,-72.243
2.1161e+05,1.4921e+12,41.805,-72.243
2.1161e+05,1.4921e+12,41.805,-72.243
2.1161e+05,1.4921e+12,41.805,-72.243
2.1161e+05,1.4921e+12,41.805,-72.243
2.1161e+05,1.4921e+12,41.806,-72.244
2.1161e+05,1.4921e+12,41.805,-72.243
2.1161e+05,1.4921e+12,41.805,-72.243
2.1161e+05,1.4921e+12,41.805,-72.243
2.1161e+05,1.4921e+12,41.805,-72.243
2.1161e+05,1.4921e+12,41.805,-72.243
2.1161e+05,1.4921e+12,41.805,-72.243
2.1161e+05,1.4921e+12,41.805,-72.243
2.1161e+05,1.4921e+12,41.805,-72.243
2.1161e+05,1.4921e+12,41.805,-72.243
2.1161e+05,1.4921e+12,41.805,-72.243
2.1161e+05,1.4921e+12,41.805,-72.243
2.1161e+05,1.4921e+12,41.805,-72.243
2.1161e+05,1.4921e+12,41.806,-72.244
2.1161e+05,1.4921e+12,41.805,-72.243
2.1161e+05,1.4921e+12,41.805,-72.243
2.1161e+05,1.4921e+12,41.805,-72.243
2.1161e+05,1.4921e+12,41.805,-72.243
2.1161e+05,1.4921e+12,41.806,-72.244
2.1161e+05,1.4921e+12,41.805,-72.243
2.1161e+05,1.4921e+12,41.806,-72.244
2.1161e+05,1.4921e+12,41.805,-72.243
2.1161e+05,1.4921e+12,41.806,-72.244
2.1161e+05,1.4921e+12,41.806,-72.244
2.1161e+05,1.4921e+12,41.806,-72.244
2.1161e+05,1.4921e+12,41.806,-72.244
2.1161e+05,1.4921e+12,41.806,-72.247
2.1161e+05,1.4921e+12,41.811,-72.254
2.1161e+05,1.4921e+12,41.81,-72.255
2.1161e+05,1.4921e+12,41.811,-72.256
2.1161e+05,1.4921e+12,41.811,-72.256
2.1161e+05,1.4921e+12,41.811,-72.256
2.1161e+05,1.4921e+12,41.811,-72.256
2.1161e+05,1.4921e+12,41.811,-72.256
2.1161e+05,1.4921e+12,41.811,-72.256
2.1161e+05,1.4921e+12,41.811,-72.256
2.1161e+05,1.4921e+12,41.811,-72.256
2.1161e+05,1.4921e+12,41.811,-72.256
2.1161e+05,1.4921e+12,41.811,-72.256
2.1161e+05,1.4921e+12,41.812,-72.259
2.1161e+05,1.4921e+12,41.812,-72.258
2.1161e+05,1.4921e+12,41.812,-72.258
2.1161e+05,1.4921e+12,41.812,-72.258
2.1161e+05,1.4921e+12,41.809,-72.256
2.1161e+05,1.4921e+12,41.807,-72.252
2.1161e+05,1.4921e+12,41.807,-72.252
2.1161e+05,1.4921e+12,41.807,-72.252
2.1161e+05,1.4921e+12,41.808,-72.254
2.1161e+05,1.4921e+12,41.809,-72.254
2.1161e+05,1.4921e+12,41.809,-72.254
2.1161e+05,1.4921e+12,41.809,-72.254
2.1161e+05,1.4921e+12,41.809,-72.254
2.1161e+05,1.4921e+12,41.809,-72.254
2.1161e+05,1.4921e+12,41.808,-72.254
2.1161e+05,1.4921e+12,41.809,-72.254
2.1161e+05,1.4921e+12,41.808,-72.254
2.1161e+05,1.4921e+12,41.809,-72.254
2.1161e+05,1.4921e+12,41.808,-72.254
2.1161e+05,1.4921e+12,41.808,-72.254
2.1161e+05,1.4921e+12,41.807,-72.255
2.1161e+05,1.4921e+12,41.807,-72.255
2.1161e+05,1.4921e+12,41.807,-72.255
2.1161e+05,1.4921e+12,41.807,-72.255
2.1161e+05,1.4921e+12,41.807,-72.255
2.1161e+05,1.4921e+12,41.807,-72.255
2.1161e+05,1.4921e+12,41.807,-72.255
2.1161e+05,1.4921e+12,41.807,-72.255
2.1161e+05,1.4921e+12,41.808,-72.251
2.1161e+05,1.4921e+12,41.81,-72.247
2.1161e+05,1.4921e+12,41.81,-72.247
2.1161e+05,1.4921e+12,41.81,-72.247
2.1161e+05,1.4921e+12,41.81,-72.247
2.1161e+05,1.4921e+12,41.81,-72.247
2.1161e+05,1.4921e+12,41.81,-72.247
2.1161e+05,1.4921e+12,41.81,-72.248
2.1161e+05,1.4921e+12,41.81,-72.248
2.1161e+05,1.4921e+12,41.81,-72.248
2.1161e+05,1.4921e+12,41.81,-72.248
2.1161e+05,1.4921e+12,41.81,-72.248
2.1161e+05,1.4921e+12,41.81,-72.248
2.1161e+05,1.4921e+12,41.81,-72.248
2.1161e+05,1.4921e+12,41.81,-72.248
2.1161e+05,1.4921e+12,41.81,-72.248
2.1161e+05,1.4921e+12,41.81,-72.248
2.1161e+05,1.4921e+12,41.81,-72.248
2.1161e+05,1.4921e+12,41.81,-72.248
2.1161e+05,1.4921e+12,41.81,-72.248
2.1161e+05,1.4921e+12,41.81,-72.248
2.1161e+05,1.4921e+12,41.806,-72.245
2.1161e+05,1.4921e+12,41.806,-72.243
2.1161e+05,1.4921e+12,41.806,-72.244
2.1161e+05,1.4921e+12,41.805,-72.244
2.1161e+05,1.4921e+12,41.805,-72.243
2.1161e+05,1.4921e+12,41.805,-72.243
2.1161e+05,1.4921e+12,41.806,-72.244
2.1161e+05,1.4921e+12,41.805,-72.243
2.1161e+05,1.4921e+12,41.806,-72.244
2.1161e+05,1.4921e+12,41.805,-72.243
2.1161e+05,1.4921e+12,41.805,-72.243
2.1161e+05,1.4921e+12,41.806,-72.244
2.1161e+05,1.4921e+12,41.806,-72.244
2.1161e+05,1.4921e+12,41.806,-72.244
2.1161e+05,1.4921e+12,41.806,-72.244
2.1161e+05,1.4921e+12,41.805,-72.243
2.1161e+05,1.4921e+12,41.805,-72.243
2.1161e+05,1.4921e+12,41.806,-72.244
2.1161e+05,1.4921e+12,41.805,-72.243
2.1161e+05,1.4921e+12,41.806,-72.244
2.1161e+05,1.4921e+12,41.806,-72.244
2.1161e+05,1.4921e+12,41.806,-72.244
2.1161e+05,1.4921e+12,41.806,-72.244
2.1161e+05,1.4921e+12,41.806,-72.244
2.1161e+05,1.4921e+12,41.805,-72.243
2.1161e+05,1.4921e+12,41.805,-72.244
2.1161e+05,1.4921e+12,41.805,-72.243
2.1161e+05,1.4921e+12,41.806,-72.244
2.1161e+05,1.4921e+12,41.806,-72.244
2.1161e+05,1.4922e+12,41.805,-72.244
2.1161e+05,1.4922e+12,41.805,-72.243
2.1161e+05,1.4922e+12,41.806,-72.244
2.1161e+05,1.4922e+12,41.806,-72.244
2.1161e+05,1.4922e+12,41.805,-72.244
2.1161e+05,1.4922e+12,41.806,-72.244
2.1161e+05,1.4922e+12,41.806,-72.244
2.1161e+05,1.4922e+12,41.806,-72.244
2.1161e+05,1.4922e+12,41.806,-72.244
2.1161e+05,1.4922e+12,41.806,-72.244
2.1161e+05,1.4922e+12,41.806,-72.244
2.1161e+05,1.4922e+12,41.806,-72.244
2.1161e+05,1.4922e+12,41.806,-72.244
2.1161e+05,1.4922e+12,41.806,-72.244
2.1161e+05,1.4922e+12,41.806,-72.244
2.1161e+05,1.4922e+12,41.805,-72.243
2.1161e+05,1.4922e+12,41.806,-72.244
2.1161e+05,1.4922e+12,41.805,-72.243
2.1161e+05,1.4922e+12,41.806,-72.244
2.1161e+05,1.4922e+12,41.805,-72.243
2.1161e+05,1.4922e+12,41.806,-72.244
2.1161e+05,1.4922e+12,41.806,-72.244
2.1161e+05,1.4922e+12,41.806,-72.244
2.1161e+05,1.4922e+12,41.805,-72.243
2.1161e+05,1.4922e+12,41.805,-72.243
2.1161e+05,1.4922e+12,41.806,-72.244
2.1161e+05,1.4922e+12,41.805,-72.243
2.1161e+05,1.4922e+12,41.805,-72.244
2.1161e+05,1.4922e+12,41.806,-72.244
2.1161e+05,1.4922e+12,41.805,-72.243
2.1161e+05,1.4922e+12,41.806,-72.244
2.1161e+05,1.4922e+12,41.805,-72.243
2.1161e+05,1.4922e+12,41.806,-72.244
2.1161e+05,1.4922e+12,41.806,-72.244
2.1161e+05,1.4922e+12,41.806,-72.244
2.1161e+05,1.4922e+12,41.806,-72.244
2.1161e+05,1.4922e+12,41.805,-72.243
2.1161e+05,1.4922e+12,41.805,-72.243
2.1161e+05,1.4922e+12,41.806,-72.244
2.1161e+05,1.4922e+12,41.806,-72.244
2.1161e+05,1.4922e+12,41.805,-72.244
2.1161e+05,1.4922e+12,41.806,-72.244
2.1161e+05,1.4922e+12,41.805,-72.244
2.1161e+05,1.4922e+12,41.806,-72.244
2.1161e+05,1.4922e+12,41.805,-72.244
2.1161e+05,1.4922e+12,41.806,-72.244
2.1161e+05,1.4922e+12,41.805,-72.243
2.1161e+05,1.4922e+12,41.806,-72.244
2.1161e+05,1.4922e+12,41.805,-72.243
2.1161e+05,1.4922e+12,41.805,-72.243
2.1161e+05,1.4922e+12,41.805,-72.243
2.1161e+05,1.4922e+12,41.806,-72.244
2.1161e+05,1.4922e+12,41.806,-72.244
2.1161e+05,1.4922e+12,41.806,-72.244
2.1161e+05,1.4922e+12,41.806,-72.244
2.1161e+05,1.4922e+12,41.806,-72.244
2.1161e+05,1.4922e+12,41.806,-72.244
2.1161e+05,1.4922e+12,41.806,-72.244
2.1161e+05,1.4922e+12,41.806,-72.244
2.1161e+05,1.4922e+12,41.806,-72.244
2.1161e+05,1.4922e+12,41.806,-72.253
2.1161e+05,1.4922e+12,41.807,-72.253
2.1161e+05,1.4922e+12,41.807,-72.253
2.1161e+05,1.4922e+12,41.807,-72.253
2.1161e+05,1.4922e+12,41.807,-72.253
2.1161e+05,1.4922e+12,41.807,-72.253
2.1161e+05,1.4922e+12,41.808,-72.252
2.1161e+05,1.4922e+12,41.809,-72.252
2.1161e+05,1.4922e+12,41.809,-72.252
2.1161e+05,1.4922e+12,41.809,-72.252
2.1161e+05,1.4922e+12,41.809,-72.252
2.1161e+05,1.4922e+12,41.809,-72.252
2.1161e+05,1.4922e+12,41.809,-72.252
2.1161e+05,1.4922e+12,41.809,-72.252
2.1161e+05,1.4922e+12,41.806,-72.245
2.1161e+05,1.4922e+12,41.806,-72.244
2.1161e+05,1.4922e+12,41.805,-72.243
2.1161e+05,1.4922e+12,41.805,-72.243
2.1161e+05,1.4922e+12,41.805,-72.243
2.1161e+05,1.4922e+12,41.805,-72.243
2.1161e+05,1.4922e+12,41.805,-72.243
2.1161e+05,1.4922e+12,41.804,-72.243
2.1161e+05,1.4922e+12,41.805,-72.244
2.1161e+05,1.4922e+12,41.806,-72.244
2.1161e+05,1.4922e+12,41.806,-72.244
2.1161e+05,1.4922e+12,41.806,-72.244
2.1161e+05,1.4922e+12,41.805,-72.244
2.1161e+05,1.4922e+12,41.806,-72.244
2.1161e+05,1.4922e+12,41.806,-72.244
2.1161e+05,1.4922e+12,41.806,-72.244
2.1161e+05,1.4922e+12,41.806,-72.244
2.1161e+05,1.4922e+12,41.806,-72.244
2.1161e+05,1.4922e+12,41.805,-72.243
2.1161e+05,1.4922e+12,41.806,-72.243
2.1161e+05,1.4922e+12,41.807,-72.251
2.1161e+05,1.4922e+12,41.807,-72.254
2.1161e+05,1.4922e+12,41.807,-72.254
2.1161e+05,1.4922e+12,41.807,-72.254
2.1161e+05,1.4922e+12,41.808,-72.254
2.1161e+05,1.4922e+12,41.807,-72.254
2.1161e+05,1.4922e+12,41.807,-72.254
2.1161e+05,1.4922e+12,41.807,-72.254
2.1161e+05,1.4922e+12,41.807,-72.254
2.1161e+05,1.4922e+12,41.807,-72.254
2.1161e+05,1.4922e+12,41.807,-72.254
2.1161e+05,1.4922e+12,41.807,-72.254
2.1161e+05,1.4922e+12,41.807,-72.254
2.1161e+05,1.4922e+12,41.807,-72.254
2.1161e+05,1.4922e+12,41.807,-72.254
2.1161e+05,1.4922e+12,41.808,-72.254
2.1161e+05,1.4922e+12,41.807,-72.254
2.1161e+05,1.4922e+12,41.807,-72.254
2.1161e+05,1.4922e+12,41.807,-72.254
2.1161e+05,1.4922e+12,41.807,-72.254
2.1161e+05,1.4922e+12,41.807,-72.254
2.1161e+05,1.4922e+12,41.807,-72.254
2.1161e+05,1.4922e+12,41.807,-72.254
2.1161e+05,1.4922e+12,41.807,-72.254
2.1161e+05,1.4922e+12,41.807,-72.254
2.1161e+05,1.4922e+12,41.807,-72.254
2.1161e+05,1.4922e+12,41.807,-72.254
2.1161e+05,1.4922e+12,41.807,-72.254
2.1161e+05,1.4922e+12,41.807,-72.254
2.1161e+05,1.4922e+12,41.807,-72.254
2.1161e+05,1.4922e+12,41.807,-72.254
2.1161e+05,1.4922e+12,41.807,-72.254
2.1161e+05,1.4922e+12,41.807,-72.254
2.1161e+05,1.4922e+12,41.807,-72.254
2.1161e+05,1.4922e+12,41.807,-72.255
2.1161e+05,1.4922e+12,41.807,-72.253
2.1161e+05,1.4926e+12,41.806,-72.245
2.1161e+05,1.4926e+12,41.806,-72.244
2.1161e+05,1.4926e+12,41.806,-72.244
2.1161e+05,1.4926e+12,41.806,-72.244
2.1161e+05,1.4926e+12,41.805,-72.243
2.1161e+05,1.4926e+12,41.806,-72.244
2.1161e+05,1.4926e+12,41.805,-72.244
2.1161e+05,1.4926e+12,41.806,-72.244
2.1161e+05,1.4926e+12,41.806,-72.244
2.1161e+05,1.4926e+12,41.806,-72.244
2.1161e+05,1.4926e+12,41.805,-72.243
2.1161e+05,1.4926e+12,41.806,-72.244
2.1161e+05,1.4926e+12,41.806,-72.244
2.1161e+05,1.4926e+12,41.806,-72.244
2.1161e+05,1.4926e+12,41.806,-72.244
2.1161e+05,1.4926e+12,41.805,-72.243
2.1161e+05,1.4926e+12,41.806,-72.244
2.1161e+05,1.4926e+12,41.806,-72.244
2.1161e+05,1.4926e+12,41.806,-72.244
2.1161e+05,1.4926e+12,41.806,-72.244
2.1161e+05,1.4926e+12,41.805,-72.243
2.1161e+05,1.4926e+12,41.806,-72.244
2.1161e+05,1.4926e+12,41.806,-72.244
2.1161e+05,1.4926e+12,41.806,-72.244
2.1161e+05,1.4926e+12,41.806,-72.244
2.1161e+05,1.4926e+12,41.805,-72.243
2.1161e+05,1.4926e+12,41.805,-72.243
2.1161e+05,1.4926e+12,41.805,-72.243
2.1161e+05,1.4926e+12,41.806,-72.244
2.1161e+05,1.4926e+12,41.806,-72.244
2.1161e+05,1.4926e+12,41.805,-72.243
2.1161e+05,1.4926e+12,41.806,-72.244
2.1161e+05,1.4926e+12,41.806,-72.244
2.1161e+05,1.4926e+12,41.805,-72.243
2.1161e+05,1.4926e+12,41.805,-72.243
2.1161e+05,1.4926e+12,41.805,-72.243
2.1161e+05,1.4926e+12,41.805,-72.243
2.1161e+05,1.4926e+12,41.806,-72.244
